Model,frame,Prompt_Style,Sample_Size,ev_a,p_a,ev_b,p_b,y_a,y_b,x_a,x_b,ratio_a_False,ratio_a_True,n_valid_False,n_valid_True,average_first_option_rate,n_valid_total
openai/gpt-4.1,loss,one_sentence_reasoning,20,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-4.1,loss,one_sentence_reasoning,20,-3500,1,-4250,0.85,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,1,0,10,10,1,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0.9,0,10,10,0.95,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,1,0,10,10,1,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,1,0,10,10,1,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-29,0.29,-32.64,0.34,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-37,0.37,-37.44,0.39,0,0,-100,-96,0.8,1,10,10,0.4,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-3500,1,-3600,0.72,0,0,-3500,-5000,1,1,10,10,0.5,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-3500,1,-3650,0.73,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-4.1,loss,one_sentence_reasoning,100,-3500,1,-3900,0.78,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,20,0.4,0.1,0.35,0.05,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,20,0.8,0.2,0.7,0.1,0,0,4,7,1,0,20,20,1,40
openai/gpt-5.1,gain,math_reasoning_one,20,1.6,0.4,0.35,0.05,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,20,30,0.3,28.8,0.3,0,0,100,96,1,0,9,10,1,19
openai/gpt-5.1,gain,math_reasoning_one,20,35,0.35,33.6,0.35,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,20,35,0.35,38.4,0.4,0,0,100,96,0,1,10,10,0,20
openai/gpt-5.1,gain,math_reasoning_one,20,40,0.4,33.6,0.35,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,20,3500,1,2750,0.55,0,0,3500,5000,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,20,3500,1,3500,0.7,0,0,3500,5000,0.9,0,10,10,0.95,20
openai/gpt-5.1,gain,math_reasoning_one,20,3500,1,3750,0.75,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,math_reasoning_one,20,3500,1,4250,0.85,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,math_reasoning_one,100,0.6,0.15,0.84,0.12,0,0,4,7,0,1,10,10,0,20
openai/gpt-5.1,gain,math_reasoning_one,100,0.8,0.2,0.7,0.1,0,0,4,7,1,0,9,10,1,19
openai/gpt-5.1,gain,math_reasoning_one,100,0.88,0.22,0.56,0.08,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,100,0.96,0.24,0.77,0.11,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,math_reasoning_one,100,29,0.29,32.64,0.34,0,0,100,96,0,1,10,10,0,20
openai/gpt-5.1,gain,math_reasoning_one,100,33,0.33,32.64,0.34,0,0,100,96,1,0,9,10,1,19
openai/gpt-5.1,gain,math_reasoning_one,100,37,0.37,37.44,0.39,0,0,100,96,0.1,1,10,10,0.05,20
openai/gpt-5.1,gain,math_reasoning_one,100,39,0.39,30.72,0.32,0,0,100,96,1,0,10,9,1,19
openai/gpt-5.1,gain,math_reasoning_one,100,3500,1,3600,0.72,0,0,3500,5000,0,0.8,10,10,0.1,20
openai/gpt-5.1,gain,math_reasoning_one,100,3500,1,3650,0.73,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,math_reasoning_one,100,3500,1,3750,0.75,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,math_reasoning_one,100,3500,1,3900,0.78,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,no_explanation,20,0.4,0.1,0.35,0.05,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,20,0.8,0.2,0.7,0.1,0,0,4,7,1,0,20,20,1,40
openai/gpt-5.1,gain,no_explanation,20,1.6,0.4,0.35,0.05,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,20,30,0.3,28.8,0.3,0,0,100,96,0.9,0,10,10,0.95,20
openai/gpt-5.1,gain,no_explanation,20,35,0.35,33.6,0.35,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,20,35,0.35,38.4,0.4,0,0,100,96,0,1,10,10,0,20
openai/gpt-5.1,gain,no_explanation,20,40,0.4,33.6,0.35,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,20,3500,1,2750,0.55,0,0,3500,5000,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,20,3500,1,3500,0.7,0,0,3500,5000,0.9,0,10,10,0.95,20
openai/gpt-5.1,gain,no_explanation,20,3500,1,3750,0.75,0,0,3500,5000,0.1,1,10,10,0.05,20
openai/gpt-5.1,gain,no_explanation,20,3500,1,4250,0.85,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,no_explanation,100,0.6,0.15,0.84,0.12,0,0,4,7,0,1,10,10,0,20
openai/gpt-5.1,gain,no_explanation,100,0.8,0.2,0.7,0.1,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,100,0.88,0.22,0.56,0.08,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,100,0.96,0.24,0.77,0.11,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,100,29,0.29,32.64,0.34,0,0,100,96,0,1,10,10,0,20
openai/gpt-5.1,gain,no_explanation,100,33,0.33,32.64,0.34,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,100,37,0.37,37.44,0.39,0,0,100,96,0,0.9,10,10,0.05,20
openai/gpt-5.1,gain,no_explanation,100,39,0.39,30.72,0.32,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,no_explanation,100,3500,1,3600,0.72,0,0,3500,5000,0,0.7,10,10,0.15,20
openai/gpt-5.1,gain,no_explanation,100,3500,1,3650,0.73,0,0,3500,5000,0,0.9,10,10,0.05,20
openai/gpt-5.1,gain,no_explanation,100,3500,1,3750,0.75,0,0,3500,5000,0.1,1,10,10,0.05,20
openai/gpt-5.1,gain,no_explanation,100,3500,1,3900,0.78,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,0.4,0.1,0.35,0.05,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,0.8,0.2,0.7,0.1,0,0,4,7,1,0,20,20,1,40
openai/gpt-5.1,gain,one_sentence_reasoning,20,1.6,0.4,0.35,0.05,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,30,0.3,28.8,0.3,0,0,100,96,0.9,0,10,10,0.95,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,35,0.35,33.6,0.35,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,35,0.35,38.4,0.4,0,0,100,96,0,1,10,10,0,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,40,0.4,33.6,0.35,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,3500,1,2750,0.55,0,0,3500,5000,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,3500,1,3500,0.7,0,0,3500,5000,0.9,0,10,10,0.95,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,3500,1,3750,0.75,0,0,3500,5000,0.2,1,10,10,0.1,20
openai/gpt-5.1,gain,one_sentence_reasoning,20,3500,1,4250,0.85,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,0.6,0.15,0.84,0.12,0,0,4,7,0,1,10,10,0,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,0.8,0.2,0.7,0.1,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,0.88,0.22,0.56,0.08,0,0,4,7,1,0,10,8,1,18
openai/gpt-5.1,gain,one_sentence_reasoning,100,0.96,0.24,0.77,0.11,0,0,4,7,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,29,0.29,32.64,0.34,0,0,100,96,0,1,10,10,0,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,33,0.33,32.64,0.34,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,37,0.37,37.44,0.39,0,0,100,96,0.2,0.9,10,10,0.15,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,39,0.39,30.72,0.32,0,0,100,96,1,0,10,10,1,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,3500,1,3600,0.72,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,3500,1,3650,0.73,0,0,3500,5000,0.1,1,10,10,0.05,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,3500,1,3750,0.75,0,0,3500,5000,0.1,0.9,10,10,0.1,20
openai/gpt-5.1,gain,one_sentence_reasoning,100,3500,1,3900,0.78,0,0,3500,5000,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,20,-0.4,0.1,-0.35,0.05,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,20,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0,1,20,20,0,40
openai/gpt-5.1,loss,math_reasoning_one,20,-1.6,0.4,-0.35,0.05,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,20,-30,0.3,-28.8,0.3,0,0,-100,-96,0.2,1,10,10,0.1,20
openai/gpt-5.1,loss,math_reasoning_one,20,-35,0.35,-33.6,0.35,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,20,-35,0.35,-38.4,0.4,0,0,-100,-96,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,20,-40,0.4,-33.6,0.35,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,20,-3500,1,-2750,0.55,0,0,-3500,-5000,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,20,-3500,1,-3500,0.7,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,20,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,20,-3500,1,-4250,0.85,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,100,-29,0.29,-32.64,0.34,0,0,-100,-96,1,0,10,9,1,19
openai/gpt-5.1,loss,math_reasoning_one,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,100,-37,0.37,-37.44,0.39,0,0,-100,-96,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,math_reasoning_one,100,-3500,1,-3600,0.72,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,100,-3500,1,-3650,0.73,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,math_reasoning_one,100,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,9,1,19
openai/gpt-5.1,loss,math_reasoning_one,100,-3500,1,-3900,0.78,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,20,-0.4,0.1,-0.35,0.05,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,20,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0,1,20,19,0,39
openai/gpt-5.1,loss,no_explanation,20,-1.6,0.4,-0.35,0.05,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,20,-30,0.3,-28.8,0.3,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,20,-35,0.35,-33.6,0.35,0,0,-100,-96,0.1,0.9,10,10,0.1,20
openai/gpt-5.1,loss,no_explanation,20,-35,0.35,-38.4,0.4,0,0,-100,-96,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,20,-40,0.4,-33.6,0.35,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,20,-3500,1,-2750,0.55,0,0,-3500,-5000,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,20,-3500,1,-3500,0.7,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,20,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,20,-3500,1,-4250,0.85,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,100,-29,0.29,-32.64,0.34,0,0,-100,-96,0.9,0,10,10,0.95,20
openai/gpt-5.1,loss,no_explanation,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0,0.9,10,10,0.05,20
openai/gpt-5.1,loss,no_explanation,100,-37,0.37,-37.44,0.39,0,0,-100,-96,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,no_explanation,100,-3500,1,-3600,0.72,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,100,-3500,1,-3650,0.73,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,100,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,no_explanation,100,-3500,1,-3900,0.78,0,0,-3500,-5000,1,0,10,9,1,19
openai/gpt-5.1,loss,one_sentence_reasoning,20,-0.4,0.1,-0.35,0.05,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0,1,20,20,0,40
openai/gpt-5.1,loss,one_sentence_reasoning,20,-1.6,0.4,-0.35,0.05,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-30,0.3,-28.8,0.3,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-35,0.35,-33.6,0.35,0,0,-100,-96,0.1,1,10,10,0.05,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-35,0.35,-38.4,0.4,0,0,-100,-96,1,0,10,10,1,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-40,0.4,-33.6,0.35,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-3500,1,-2750,0.55,0,0,-3500,-5000,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-3500,1,-3500,0.7,0,0,-3500,-5000,1,0.1,10,10,0.95,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,one_sentence_reasoning,20,-3500,1,-4250,0.85,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,1,0,10,10,1,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-29,0.29,-32.64,0.34,0,0,-100,-96,0.9,0.1,10,10,0.9,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-37,0.37,-37.44,0.39,0,0,-100,-96,1,0.1,10,10,0.95,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0,1,10,10,0,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-3500,1,-3600,0.72,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-3500,1,-3650,0.73,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0,10,10,1,20
openai/gpt-5.1,loss,one_sentence_reasoning,100,-3500,1,-3900,0.78,0,0,-3500,-5000,1,0,10,10,1,20
